Station,To,Departure,Arrival,Type,ID
Bsmz,Ndb,2025-10-04 17:21:00,2025-10-04 17:24:00,Spr,16912166
Ndb,Wp,2025-10-04 17:24:00,2025-10-04 17:30:00,Spr,16912166
Wp,Dmn,2025-10-04 17:32:00,2025-10-04 17:37:00,Spr,16912166
Dmn,Assp,2025-10-04 17:37:00,2025-10-04 17:40:00,Spr,16912166
Assp,Asdm,2025-10-04 17:40:00,2025-10-04 17:43:00,Spr,16912166
Asdm,Asd,2025-10-04 17:43:00,2025-10-04 17:49:00,Spr,16912166
Hfd,Shl,2025-10-04 16:53:00,2025-10-04 16:57:00,Spr,16912167
Shl,Asdl,2025-10-04 16:59:00,2025-10-04 17:06:00,Spr,16912167
Asdl,Ass,2025-10-04 17:06:00,2025-10-04 17:09:00,Spr,16912167
Ass,Asd,2025-10-04 17:10:00,2025-10-04 17:16:00,Spr,16912167
Ed,Edc,2025-10-04 16:53:00,2025-10-04 16:57:00,Spr,16912168
Edc,Ltn,2025-10-04 16:57:00,2025-10-04 17:04:00,Spr,16912168
Ltn,Bnz,2025-10-04 17:05:00,2025-10-04 17:10:00,Spr,16912168
Bnz,Bnc,2025-10-04 17:10:00,2025-10-04 17:12:00,Spr,16912168
Bnc,Bnn,2025-10-04 17:14:00,2025-10-04 17:17:00,Spr,16912168
Bnn,Hvl,2025-10-04 17:17:00,2025-10-04 17:24:00,Spr,16912168
Hvl,Amf,2025-10-04 17:24:00,2025-10-04 17:30:00,Spr,16912168
Aml,Wdn,2025-10-04 16:53:00,2025-10-04 16:58:00,Spr,16912169
Wdn,Rsn,2025-10-04 16:58:00,2025-10-04 17:04:00,Spr,16912169
Rsn,Hon,2025-10-04 17:04:00,2025-10-04 17:09:00,Spr,16912169
Hon,Dvc,2025-10-04 17:09:00,2025-10-04 17:19:00,Spr,16912169
Dvc,Dv,2025-10-04 17:19:00,2025-10-04 17:24:00,Spr,16912169
Dv,Twl,2025-10-04 17:25:00,2025-10-04 17:30:00,Spr,16912169
Twl,Apdo,2025-10-04 17:30:00,2025-10-04 17:35:00,Spr,16912169
Apdo,Apd,2025-10-04 17:35:00,2025-10-04 17:40:00,Spr,16912169
Asd,Asdm,2025-10-04 16:53:00,2025-10-04 16:58:00,Spr,16912170
Asdm,Assp,2025-10-04 16:58:00,2025-10-04 17:01:00,Spr,16912170
Assp,Dmn,2025-10-04 17:01:00,2025-10-04 17:04:00,Spr,16912170
Dmn,Wp,2025-10-04 17:04:00,2025-10-04 17:09:00,Spr,16912170
Wp,Ampo,2025-10-04 17:11:00,2025-10-04 17:17:00,Spr,16912170
Ampo,Almm,2025-10-04 17:17:00,2025-10-04 17:21:00,Spr,16912170
Almm,Alm,2025-10-04 17:21:00,2025-10-04 17:24:00,Spr,16912170
Alm,Almp,2025-10-04 17:25:00,2025-10-04 17:28:00,Spr,16912170
Almp,Almb,2025-10-04 17:28:00,2025-10-04 17:32:00,Spr,16912170
Almb,Almo,2025-10-04 17:32:00,2025-10-04 17:35:00,Spr,16912170
Ht,Ut,2025-10-04 16:53:00,2025-10-04 17:20:00,Int,16912171
Ut,Asa,2025-10-04 17:22:00,2025-10-04 17:41:00,Int,16912171
Asa,Asd,2025-10-04 17:41:00,2025-10-04 17:49:00,Int,16912171
Asd,Ass,2025-10-04 17:51:00,2025-10-04 17:56:00,Int,16912171
Ass,Hn,2025-10-04 17:58:00,2025-10-04 18:24:00,Int,16912171
Hn,Hnk,2025-10-04 18:28:00,2025-10-04 18:32:00,Int,16912171
Hnk,Hks,2025-10-04 18:32:00,2025-10-04 18:39:00,Int,16912171
Hks,Bkg,2025-10-04 18:39:00,2025-10-04 18:45:00,Int,16912171
Bkg,Bkf,2025-10-04 18:47:00,2025-10-04 18:49:00,Int,16912171
Bkf,Ekz,2025-10-04 18:49:00,2025-10-04 18:53:00,Int,16912171
Bnz,Bnc,2025-10-04 16:53:00,2025-10-04 16:55:00,Spr,16912172
Bnc,Bnn,2025-10-04 16:59:00,2025-10-04 17:02:00,Spr,16912172
Bnn,Hvl,2025-10-04 17:02:00,2025-10-04 17:09:00,Spr,16912172
Hvl,Amf,2025-10-04 17:09:00,2025-10-04 17:15:00,Spr,16912172
Ddr,Zwd,2025-10-04 16:53:00,2025-10-04 16:56:00,Spr,16912173
Zwd,Brd,2025-10-04 16:59:00,2025-10-04 17:05:00,Spr,16912173
Brd,Rlb,2025-10-04 17:05:00,2025-10-04 17:08:00,Spr,16912173
Rlb,Rtz,2025-10-04 17:08:00,2025-10-04 17:12:00,Spr,16912173
Rtz,Rtb,2025-10-04 17:12:00,2025-10-04 17:15:00,Spr,16912173
Rtb,Rtd,2025-10-04 17:15:00,2025-10-04 17:18:00,Spr,16912173
Rtd,Sdm,2025-10-04 17:21:00,2025-10-04 17:25:00,Spr,16912173
Sdm,Dtz,2025-10-04 17:25:00,2025-10-04 17:31:00,Spr,16912173
Dtz,Dt,2025-10-04 17:31:00,2025-10-04 17:34:00,Spr,16912173
Dt,Rsw,2025-10-04 17:34:00,2025-10-04 17:39:00,Spr,16912173
Rsw,Gvmw,2025-10-04 17:39:00,2025-10-04 17:42:00,Spr,16912173
Gvmw,Gv,2025-10-04 17:42:00,2025-10-04 17:45:00,Spr,16912173
Gv,Gvc,2025-10-04 17:51:00,2025-10-04 17:54:00,Spr,16912173
Lw,Mg,2025-10-04 16:53:00,2025-10-04 17:00:00,Spr,16912174
Mg,Sknd,2025-10-04 17:00:00,2025-10-04 17:09:00,Spr,16912174
Sknd,Sk,2025-10-04 17:09:00,2025-10-04 17:12:00,Spr,16912174
Ledn,Ldl,2025-10-04 16:53:00,2025-10-04 16:58:00,Spr,16912175
Ldl,Apn,2025-10-04 16:58:00,2025-10-04 17:06:00,Spr,16912175
Apn,Bdg,2025-10-04 17:09:00,2025-10-04 17:15:00,Spr,16912175
Bdg,Wd,2025-10-04 17:16:00,2025-10-04 17:23:00,Spr,16912175
Wd,Ut,2025-10-04 17:23:00,2025-10-04 17:33:00,Spr,16912175
Ut,Utvr,2025-10-04 17:35:00,2025-10-04 17:37:00,Spr,16912175
Utvr,Utln,2025-10-04 17:37:00,2025-10-04 17:40:00,Spr,16912175
Utln,Htn,2025-10-04 17:40:00,2025-10-04 17:43:00,Spr,16912175
Htn,Htnc,2025-10-04 17:44:00,2025-10-04 17:47:00,Spr,16912175
Htnc,Cl,2025-10-04 17:47:00,2025-10-04 17:53:00,Spr,16912175
Cl,Gdm,2025-10-04 17:53:00,2025-10-04 18:00:00,Spr,16912175
Gdm,Tpsw,2025-10-04 18:01:00,2025-10-04 18:08:00,Spr,16912175
Tpsw,Tl,2025-10-04 18:08:00,2025-10-04 18:12:00,Spr,16912175
Zl,Wz,2025-10-04 16:53:00,2025-10-04 17:00:00,Spr,16912176
Wz,Hde,2025-10-04 17:00:00,2025-10-04 17:06:00,Spr,16912176
Hde,Ns,2025-10-04 17:06:00,2025-10-04 17:12:00,Spr,16912176
Ns,Hd,2025-10-04 17:12:00,2025-10-04 17:20:00,Spr,16912176
Hd,Eml,2025-10-04 17:20:00,2025-10-04 17:24:00,Spr,16912176
Eml,Pt,2025-10-04 17:24:00,2025-10-04 17:29:00,Spr,16912176
Pt,Nkk,2025-10-04 17:29:00,2025-10-04 17:34:00,Spr,16912176
Nkk,Avat,2025-10-04 17:34:00,2025-10-04 17:39:00,Spr,16912176
Avat,Amfs,2025-10-04 17:39:00,2025-10-04 17:42:00,Spr,16912176
Amfs,Amf,2025-10-04 17:42:00,2025-10-04 17:46:00,Spr,16912176
Amf,Dld,2025-10-04 17:49:00,2025-10-04 17:56:00,Spr,16912176
Dld,Bhv,2025-10-04 17:56:00,2025-10-04 18:00:00,Spr,16912176
Bhv,Uto,2025-10-04 18:00:00,2025-10-04 18:05:00,Spr,16912176
Uto,Ut,2025-10-04 18:05:00,2025-10-04 18:09:00,Spr,16912176
Lls,Dron,2025-10-04 16:53:00,2025-10-04 17:06:00,Spr,16912177
Dron,Kpnz,2025-10-04 17:06:00,2025-10-04 17:14:00,Spr,16912177
Kpnz,Zl,2025-10-04 17:14:00,2025-10-04 17:24:00,Spr,16912177
Zl,Mp,2025-10-04 17:27:00,2025-10-04 17:42:00,Spr,16912177
Mp,Swk,2025-10-04 17:42:00,2025-10-04 17:51:00,Spr,16912177
Swk,Wv,2025-10-04 17:51:00,2025-10-04 17:59:00,Spr,16912177
Wv,Hr,2025-10-04 17:59:00,2025-10-04 18:06:00,Spr,16912177
Hr,Akm,2025-10-04 18:06:00,2025-10-04 18:13:00,Spr,16912177
Akm,Gw,2025-10-04 18:13:00,2025-10-04 18:18:00,Spr,16912177
Gw,Lw,2025-10-04 18:18:00,2025-10-04 18:27:00,Spr,16912177
Gbr,Ese,2025-10-04 18:50:00,2025-10-04 18:52:00,Spr,16912178
Ese,Es,2025-10-04 18:52:00,2025-10-04 18:57:00,Spr,16912178
Amf,Hvs,2025-10-04 16:54:00,2025-10-04 17:05:00,Int,16912179
Hvs,Asd,2025-10-04 17:09:00,2025-10-04 17:29:00,Int,16912179
Ht,O,2025-10-04 16:54:00,2025-10-04 17:05:00,Int,16912180
O,Nm,2025-10-04 17:05:00,2025-10-04 17:22:00,Int,16912180
Nm,Ah,2025-10-04 17:25:00,2025-10-04 17:37:00,Int,16912180
Ah,Dr,2025-10-04 17:41:00,2025-10-04 17:52:00,Int,16912180
Dr,Zp,2025-10-04 17:53:00,2025-10-04 18:02:00,Int,16912180
Almo,Almb,2025-10-04 16:54:00,2025-10-04 16:57:00,Spr,16912181
Almb,Almp,2025-10-04 16:57:00,2025-10-04 17:01:00,Spr,16912181
Almp,Alm,2025-10-04 17:01:00,2025-10-04 17:04:00,Spr,16912181
Alm,Almm,2025-10-04 17:05:00,2025-10-04 17:08:00,Spr,16912181
Almm,Ampo,2025-10-04 17:08:00,2025-10-04 17:12:00,Spr,16912181
Ampo,Wp,2025-10-04 17:12:00,2025-10-04 17:19:00,Spr,16912181
Wp,Dmn,2025-10-04 17:21:00,2025-10-04 17:26:00,Spr,16912181
Dmn,Assp,2025-10-04 17:26:00,2025-10-04 17:29:00,Spr,16912181
Assp,Asdm,2025-10-04 17:29:00,2025-10-04 17:31:00,Spr,16912181
Asdm,Asd,2025-10-04 17:31:00,2025-10-04 17:37:00,Spr,16912181
Rtd,Rtn,2025-10-04 16:54:00,2025-10-04 16:59:00,Spr,16912182
Rtn,Rta,2025-10-04 16:59:00,2025-10-04 17:03:00,Spr,16912182
Rta,Cps,2025-10-04 17:04:00,2025-10-04 17:07:00,Spr,16912182
Cps,Nwk,2025-10-04 17:07:00,2025-10-04 17:11:00,Spr,16912182
Nwk,Gd,2025-10-04 17:11:00,2025-10-04 17:18:00,Spr,16912182
Gd,Gdg,2025-10-04 17:19:00,2025-10-04 17:22:00,Spr,16912182
Gdg,Wd,2025-10-04 17:22:00,2025-10-04 17:31:00,Spr,16912182
Wd,Bkl,2025-10-04 17:33:00,2025-10-04 17:41:00,Spr,16912182
Bkl,Ac,2025-10-04 17:41:00,2025-10-04 17:49:00,Spr,16912182
Ac,Ashd,2025-10-04 17:49:00,2025-10-04 17:52:00,Spr,16912182
Ashd,Asb,2025-10-04 17:52:00,2025-10-04 17:55:00,Spr,16912182
Asb,Dvd,2025-10-04 17:55:00,2025-10-04 17:58:00,Spr,16912182
Dvd,Asa,2025-10-04 17:58:00,2025-10-04 18:02:00,Spr,16912182
Asa,Asdm,2025-10-04 18:02:00,2025-10-04 18:05:00,Spr,16912182
Asdm,Asd,2025-10-04 18:05:00,2025-10-04 18:11:00,Spr,16912182
Asd,Ass,2025-10-04 18:13:00,2025-10-04 18:18:00,Spr,16912182
Ass,Zd,2025-10-04 18:18:00,2025-10-04 18:24:00,Spr,16912182
Zd,Kz,2025-10-04 18:24:00,2025-10-04 18:28:00,Spr,16912182
Kz,Zzs,2025-10-04 18:28:00,2025-10-04 18:30:00,Spr,16912182
Zzs,Wm,2025-10-04 18:30:00,2025-10-04 18:33:00,Spr,16912182
Wm,Kma,2025-10-04 18:34:00,2025-10-04 18:37:00,Spr,16912182
Kma,Utg,2025-10-04 18:37:00,2025-10-04 18:42:00,Spr,16912182
Utg,Cas,2025-10-04 18:43:00,2025-10-04 18:47:00,Spr,16912182
Cas,Hlo,2025-10-04 18:47:00,2025-10-04 18:53:00,Spr,16912182
Hlo,Amr,2025-10-04 18:53:00,2025-10-04 18:58:00,Spr,16912182
Amr,Amrn,2025-10-04 19:00:00,2025-10-04 19:03:00,Spr,16912182
Amrn,Hwd,2025-10-04 19:03:00,2025-10-04 19:08:00,Spr,16912182
Hwd,Obd,2025-10-04 19:08:00,2025-10-04 19:13:00,Spr,16912182
Obd,Hn,2025-10-04 19:14:00,2025-10-04 19:23:00,Spr,16912182
Ws,Nsch,2025-10-04 16:55:00,2025-10-04 17:13:00,Int,16912183
Amf,Hvl,2025-10-04 16:55:00,2025-10-04 17:01:00,Spr,16912184
Hvl,Bnn,2025-10-04 17:01:00,2025-10-04 17:08:00,Spr,16912184
Bnn,Bnc,2025-10-04 17:08:00,2025-10-04 17:11:00,Spr,16912184
Bnc,Bnz,2025-10-04 17:13:00,2025-10-04 17:15:00,Spr,16912184
Gr,Bhdv,2025-10-04 16:55:00,2025-10-04 17:00:00,Spr,16912185
Bhdv,Gnd,2025-10-04 17:01:00,2025-10-04 17:04:00,Spr,16912185
Gnd,Sdt,2025-10-04 17:04:00,2025-10-04 17:07:00,Spr,16912185
Sdt,Sdtb,2025-10-04 17:08:00,2025-10-04 17:11:00,Spr,16912185
Sdtb,Ddrs,2025-10-04 17:11:00,2025-10-04 17:15:00,Spr,16912185
Ddrs,Ddr,2025-10-04 17:15:00,2025-10-04 17:19:00,Spr,16912185
Brn,Sd,2025-10-04 16:55:00,2025-10-04 16:59:00,Spr,16912186
Sd,St,2025-10-04 16:59:00,2025-10-04 17:02:00,Spr,16912186
St,Stz,2025-10-04 17:03:00,2025-10-04 17:05:00,Spr,16912186
Stz,Dld,2025-10-04 17:05:00,2025-10-04 17:10:00,Spr,16912186
Dld,Bhv,2025-10-04 17:10:00,2025-10-04 17:14:00,Spr,16912186
Bhv,Uto,2025-10-04 17:14:00,2025-10-04 17:18:00,Spr,16912186
Uto,Ut,2025-10-04 17:21:00,2025-10-04 17:25:00,Spr,16912186
Ut,Uto,2025-10-04 16:55:00,2025-10-04 16:59:00,Spr,16912187
Uto,Hvsp,2025-10-04 16:59:00,2025-10-04 17:09:00,Spr,16912187
Hvsp,Hvs,2025-10-04 17:09:00,2025-10-04 17:11:00,Spr,16912187
Hvs,Ndb,2025-10-04 17:12:00,2025-10-04 17:17:00,Spr,16912187
Ndb,Ampo,2025-10-04 17:20:00,2025-10-04 17:31:00,Spr,16912187
Ampo,Almm,2025-10-04 17:31:00,2025-10-04 17:35:00,Spr,16912187
Almm,Alm,2025-10-04 17:35:00,2025-10-04 17:38:00,Spr,16912187
Gvc,Gd,2025-10-04 16:55:00,2025-10-04 17:13:00,Int,16912188
Gd,Ut,2025-10-04 17:14:00,2025-10-04 17:32:00,Int,16912188
Ut,Amf,2025-10-04 17:37:00,2025-10-04 17:50:00,Int,16912188
Amf,Apd,2025-10-04 17:52:00,2025-10-04 18:16:00,Int,16912188
Apd,Dv,2025-10-04 18:17:00,2025-10-04 18:27:00,Int,16912188
Dv,Aml,2025-10-04 18:31:00,2025-10-04 18:54:00,Int,16912188
Aml,Hgl,2025-10-04 18:55:00,2025-10-04 19:06:00,Int,16912188
Hgl,Es,2025-10-04 19:07:00,2025-10-04 19:14:00,Int,16912188
Asd,Ass,2025-10-04 16:56:00,2025-10-04 17:01:00,Spr,16912189
Ass,Asdl,2025-10-04 17:01:00,2025-10-04 17:05:00,Spr,16912189
Asdl,Shl,2025-10-04 17:05:00,2025-10-04 17:11:00,Spr,16912189
Shl,Hfd,2025-10-04 17:13:00,2025-10-04 17:17:00,Spr,16912189
Amr,Cas,2025-10-04 16:56:00,2025-10-04 17:05:00,Int,16912190
Cas,Utg,2025-10-04 17:05:00,2025-10-04 17:10:00,Int,16912190
Utg,Zd,2025-10-04 17:12:00,2025-10-04 17:23:00,Int,16912190
Zd,Ass,2025-10-04 17:24:00,2025-10-04 17:30:00,Int,16912190
Ass,Asd,2025-10-04 17:35:00,2025-10-04 17:41:00,Int,16912190
Ddr,Ddrs,2025-10-04 16:56:00,2025-10-04 16:59:00,Spr,16912191
Ddrs,Sdtb,2025-10-04 17:00:00,2025-10-04 17:04:00,Spr,16912191
Sdtb,Sdt,2025-10-04 17:04:00,2025-10-04 17:07:00,Spr,16912191
Sdt,Gnd,2025-10-04 17:08:00,2025-10-04 17:11:00,Spr,16912191
Gnd,Bhdv,2025-10-04 17:11:00,2025-10-04 17:14:00,Spr,16912191
Bhdv,Gr,2025-10-04 17:15:00,2025-10-04 17:20:00,Spr,16912191
Asd,Ass,2025-10-04 16:56:00,2025-10-04 17:01:00,Spr,16912192
Ass,Hwzb,2025-10-04 17:01:00,2025-10-04 17:06:00,Spr,16912192
Hwzb,Hlms,2025-10-04 17:06:00,2025-10-04 17:10:00,Spr,16912192
Hlms,Hlm,2025-10-04 17:10:00,2025-10-04 17:14:00,Spr,16912192
Hlm,Bll,2025-10-04 17:15:00,2025-10-04 17:19:00,Spr,16912192
Bll,Sptz,2025-10-04 17:19:00,2025-10-04 17:22:00,Spr,16912192
Sptz,Sptn,2025-10-04 17:22:00,2025-10-04 17:24:00,Spr,16912192
Sptn,Drh,2025-10-04 17:24:00,2025-10-04 17:27:00,Spr,16912192
Drh,Bv,2025-10-04 17:27:00,2025-10-04 17:33:00,Spr,16912192
Ah,Ahz,2025-10-04 16:56:00,2025-10-04 17:01:00,Spr,16912193
Ahz,Est,2025-10-04 17:01:00,2025-10-04 17:05:00,Spr,16912193
Est,Nml,2025-10-04 17:05:00,2025-10-04 17:10:00,Spr,16912193
Nml,Nm,2025-10-04 17:10:00,2025-10-04 17:14:00,Spr,16912193
Nm,Nmgo,2025-10-04 17:18:00,2025-10-04 17:21:00,Spr,16912193
Nmgo,Nmd,2025-10-04 17:21:00,2025-10-04 17:24:00,Spr,16912193
Nmd,Wc,2025-10-04 17:24:00,2025-10-04 17:28:00,Spr,16912193
Wc,Rvs,2025-10-04 17:28:00,2025-10-04 17:34:00,Spr,16912193
Rvs,O,2025-10-04 17:34:00,2025-10-04 17:40:00,Spr,16912193
O,Ow,2025-10-04 17:44:00,2025-10-04 17:47:00,Spr,16912193
Ow,Rs,2025-10-04 17:47:00,2025-10-04 17:54:00,Spr,16912193
Rs,Hto,2025-10-04 17:54:00,2025-10-04 17:57:00,Spr,16912193
Hto,Ht,2025-10-04 17:57:00,2025-10-04 18:01:00,Spr,16912193
Lls,Almo,2025-10-04 16:56:00,2025-10-04 17:06:00,Spr,16912194
Almo,Almb,2025-10-04 17:06:00,2025-10-04 17:09:00,Spr,16912194
Almb,Almp,2025-10-04 17:09:00,2025-10-04 17:13:00,Spr,16912194
Almp,Alm,2025-10-04 17:13:00,2025-10-04 17:15:00,Spr,16912194
Alm,Almm,2025-10-04 17:16:00,2025-10-04 17:19:00,Spr,16912194
Almm,Ampo,2025-10-04 17:19:00,2025-10-04 17:23:00,Spr,16912194
Ampo,Wp,2025-10-04 17:23:00,2025-10-04 17:30:00,Spr,16912194
Wp,Dmnz,2025-10-04 17:41:00,2025-10-04 17:47:00,Spr,16912194
Dmnz,Dvd,2025-10-04 17:47:00,2025-10-04 17:50:00,Spr,16912194
Dvd,Rai,2025-10-04 17:50:00,2025-10-04 17:53:00,Spr,16912194
Rai,Asdz,2025-10-04 17:54:00,2025-10-04 17:57:00,Spr,16912194
Asdz,Shl,2025-10-04 17:58:00,2025-10-04 18:04:00,Spr,16912194
Shl,Hfd,2025-10-04 18:06:00,2025-10-04 18:10:00,Spr,16912194
Hfd,Nvp,2025-10-04 18:10:00,2025-10-04 18:15:00,Spr,16912194
Nvp,Ssh,2025-10-04 18:15:00,2025-10-04 18:22:00,Spr,16912194
Ssh,Ledn,2025-10-04 18:22:00,2025-10-04 18:27:00,Spr,16912194
Ledn,Dvnk,2025-10-04 18:35:00,2025-10-04 18:39:00,Spr,16912194
Dvnk,Vst,2025-10-04 18:39:00,2025-10-04 18:42:00,Spr,16912194
Vst,Gvm,2025-10-04 18:42:00,2025-10-04 18:47:00,Spr,16912194
Gvm,Laa,2025-10-04 18:47:00,2025-10-04 18:50:00,Spr,16912194
Laa,Gvc,2025-10-04 18:50:00,2025-10-04 18:53:00,Spr,16912194
Ht,Tb,2025-10-04 16:57:00,2025-10-04 17:36:00,Int,16912195
Rsd,Etn,2025-10-04 16:57:00,2025-10-04 17:07:00,Int,16912197
Etn,Bd,2025-10-04 17:07:00,2025-10-04 17:15:00,Int,16912197
Bd,Tb,2025-10-04 17:19:00,2025-10-04 17:31:00,Int,16912197
Tb,Ehv,2025-10-04 17:33:00,2025-10-04 17:56:00,Int,16912197
Ehv,Wt,2025-10-04 17:59:00,2025-10-04 18:16:00,Int,16912197
Wt,Rm,2025-10-04 18:16:00,2025-10-04 18:29:00,Int,16912197
Rm,Std,2025-10-04 18:30:00,2025-10-04 18:45:00,Int,16912197
Std,Mt,2025-10-04 18:46:00,2025-10-04 19:03:00,Int,16912197
Tb,Ht,2025-10-04 16:58:00,2025-10-04 17:37:00,Int,16912198
Ww,Www,2025-10-04 16:58:00,2025-10-04 17:00:00,Spr,16912199
Www,Ltv,2025-10-04 17:00:00,2025-10-04 17:06:00,Spr,16912199
Ltv,Rl,2025-10-04 17:07:00,2025-10-04 17:15:00,Spr,16912199
Rl,Vd,2025-10-04 17:15:00,2025-10-04 17:21:00,Spr,16912199
Zp,Dr,2025-10-04 16:58:00,2025-10-04 17:07:00,Int,16912200
Dr,Ah,2025-10-04 17:07:00,2025-10-04 17:19:00,Int,16912200
Ah,Nm,2025-10-04 17:23:00,2025-10-04 17:36:00,Int,16912200
Nm,O,2025-10-04 17:38:00,2025-10-04 17:53:00,Int,16912200
O,Ht,2025-10-04 17:54:00,2025-10-04 18:06:00,Int,16912200
Gd,Wadt,2025-10-04 16:58:00,2025-10-04 17:04:00,Spr,16912201
Wadt,Wad,2025-10-04 17:04:00,2025-10-04 17:06:00,Spr,16912201
Wad,Wadn,2025-10-04 17:07:00,2025-10-04 17:10:00,Spr,16912201
Wadn,Bsks,2025-10-04 17:10:00,2025-10-04 17:12:00,Spr,16912201
Bsks,Bsk,2025-10-04 17:12:00,2025-10-04 17:14:00,Spr,16912201
Bsk,Apn,2025-10-04 17:15:00,2025-10-04 17:20:00,Spr,16912201
Ddr,Ddzd,2025-10-04 16:58:00,2025-10-04 17:02:00,Spr,16912202
Ddzd,Zlw,2025-10-04 17:02:00,2025-10-04 17:09:00,Spr,16912202
Zlw,Bdpb,2025-10-04 17:10:00,2025-10-04 17:17:00,Spr,16912202
Bdpb,Bd,2025-10-04 17:17:00,2025-10-04 17:22:00,Spr,16912202
Bd,Gz,2025-10-04 17:23:00,2025-10-04 17:31:00,Spr,16912202
Gz,Tbr,2025-10-04 17:31:00,2025-10-04 17:35:00,Spr,16912202
Tbr,Tbu,2025-10-04 17:35:00,2025-10-04 17:39:00,Spr,16912202
Tbu,Tb,2025-10-04 17:39:00,2025-10-04 17:42:00,Spr,16912202
Nm,Ah,2025-10-04 16:58:00,2025-10-04 17:10:00,Int,16912204
Ah,Ed,2025-10-04 17:16:00,2025-10-04 17:26:00,Int,16912204
Ed,Klp,2025-10-04 17:26:00,2025-10-04 17:32:00,Int,16912204
Klp,Ut,2025-10-04 17:32:00,2025-10-04 17:50:00,Int,16912204
Ut,Asb,2025-10-04 17:55:00,2025-10-04 18:11:00,Int,16912204
Asb,Asdz,2025-10-04 18:11:00,2025-10-04 18:17:00,Int,16912204
Asdz,Shl,2025-10-04 18:20:00,2025-10-04 18:27:00,Int,16912204
Shl,Ledn,2025-10-04 18:29:00,2025-10-04 18:45:00,Int,16912204
Ledn,Gvc,2025-10-04 18:48:00,2025-10-04 18:59:00,Int,16912204
Bv,Drh,2025-10-04 16:58:00,2025-10-04 17:02:00,Spr,16912205
Drh,Sptn,2025-10-04 17:02:00,2025-10-04 17:05:00,Spr,16912205
Sptn,Sptz,2025-10-04 17:05:00,2025-10-04 17:08:00,Spr,16912205
Sptz,Bll,2025-10-04 17:08:00,2025-10-04 17:11:00,Spr,16912205
Bll,Hlm,2025-10-04 17:11:00,2025-10-04 17:15:00,Spr,16912205
Hlm,Hlms,2025-10-04 17:17:00,2025-10-04 17:20:00,Spr,16912205
Hlms,Hwzb,2025-10-04 17:20:00,2025-10-04 17:25:00,Spr,16912205
Hwzb,Ass,2025-10-04 17:25:00,2025-10-04 17:30:00,Spr,16912205
Ass,Asd,2025-10-04 17:30:00,2025-10-04 17:35:00,Spr,16912205
Shl,Asdz,2025-10-04 16:59:00,2025-10-04 17:06:00,Int,16912206
Asdz,Alm,2025-10-04 17:11:00,2025-10-04 17:31:00,Int,16912206
Alm,Lls,2025-10-04 17:33:00,2025-10-04 17:46:00,Int,16912206
Lls,Zl,2025-10-04 17:47:00,2025-10-04 18:13:00,Int,16912206
Zl,Asn,2025-10-04 18:15:00,2025-10-04 18:55:00,Int,16912206
Asn,Gn,2025-10-04 18:55:00,2025-10-04 19:12:00,Int,16912206
Mt,Std,2025-10-04 16:59:00,2025-10-04 17:15:00,Int,16912207
Std,Rm,2025-10-04 17:16:00,2025-10-04 17:30:00,Int,16912207
Rm,Wt,2025-10-04 17:31:00,2025-10-04 17:45:00,Int,16912207
Wt,Ehv,2025-10-04 17:45:00,2025-10-04 18:01:00,Int,16912207
Ehv,Tb,2025-10-04 18:03:00,2025-10-04 18:25:00,Int,16912207
Tb,Bd,2025-10-04 18:28:00,2025-10-04 18:40:00,Int,16912207
Bd,Etn,2025-10-04 18:45:00,2025-10-04 18:53:00,Int,16912207
Etn,Rsd,2025-10-04 18:53:00,2025-10-04 19:03:00,Int,16912207
Ht,Zbm,2025-10-04 16:59:00,2025-10-04 17:08:00,Spr,16912208
Zbm,Gdm,2025-10-04 17:08:00,2025-10-04 17:15:00,Spr,16912208
Gdm,Cl,2025-10-04 17:15:00,2025-10-04 17:20:00,Spr,16912208
Cl,Htnc,2025-10-04 17:20:00,2025-10-04 17:27:00,Spr,16912208
Htnc,Htn,2025-10-04 17:27:00,2025-10-04 17:30:00,Spr,16912208
Htn,Utln,2025-10-04 17:30:00,2025-10-04 17:34:00,Spr,16912208
Utln,Utvr,2025-10-04 17:34:00,2025-10-04 17:37:00,Spr,16912208
Utvr,Ut,2025-10-04 17:37:00,2025-10-04 17:40:00,Spr,16912208
Ut,Utlr,2025-10-04 17:44:00,2025-10-04 17:48:00,Spr,16912208
Utlr,Utt,2025-10-04 17:48:00,2025-10-04 17:50:00,Spr,16912208
Utt,Vtn,2025-10-04 17:50:00,2025-10-04 17:54:00,Spr,16912208
Vtn,Wd,2025-10-04 17:54:00,2025-10-04 18:00:00,Spr,16912208
Wd,Gdg,2025-10-04 18:01:00,2025-10-04 18:11:00,Spr,16912208
Gdg,Gd,2025-10-04 18:11:00,2025-10-04 18:15:00,Spr,16912208
Gd,Llzm,2025-10-04 18:20:00,2025-10-04 18:29:00,Spr,16912208
Llzm,Ztmo,2025-10-04 18:29:00,2025-10-04 18:32:00,Spr,16912208
Ztmo,Ztm,2025-10-04 18:32:00,2025-10-04 18:35:00,Spr,16912208
Ztm,Ypb,2025-10-04 18:35:00,2025-10-04 18:40:00,Spr,16912208
Ypb,Vb,2025-10-04 18:40:00,2025-10-04 18:43:00,Spr,16912208
Vb,Gvc,2025-10-04 18:43:00,2025-10-04 18:47:00,Spr,16912208
Stm,Lp,2025-10-04 17:00:00,2025-10-04 17:09:00,Spr,16912209
